,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pre-Ratings Calculations,,,,,,,Ratings - Price,,,,,,,,,Ratings - Market,,,,,Ratings - Team,,,,,,,,,,,,,,,,Ratings - Business Model,,,,,,,,,Ratings - Performance,,,,,,,,Ratings - Diffrentiation ,,,,,,,,,Overall Ratings (Avg),,,Overall Ratings (Scaled Sum)
Dan,1799227,Yae! Organics,2/3/2020 1:01 PM,StartEngine,https://www.startengine.com/yae-organics,https://www.sec.gov/Archives/edgar/data/1799227/000166516020000079/xslC_X01/primary_doc.xml,01/31/2020,Yae! Organics Inc.,Yae! Organics,Food & Beverages,Non-Tech,Growth,Seed,RegCF,,Equity - Common,,,"$2,448,000",,,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$319,400,000,000",$250B-$500B,"$319,400,000,000",$250B-$500B,8.0%,0%-10%,179,Low,Low,Similar to others,,,No,No,Yes,Yes,"$128,989","$3,108","$5,000",62.16%,Profitable,,No,0,1,Yes,No,Yes,No,1,8,3,0,,3,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,0.00,0.00,42.00,35 - 54,62.16%,,4.9,,,,4.9,Equity - Common,28.6%,Growth,,4.4,1.4,2.9,No,,1.3,1.0,1.0,1.1,35 - 54,67%,1,48%,8,3%,Yes,27%,No,Yes,No,,Transactional,63%,B2B/B2C,35%,Low,44%,Low,32%,,5.0,1.0,2.5,1.0,2.4,Profitable,5%,,1.0,No,76%,,0%,,0%,,,2.5,,12.3,3.0
Dan,1801610,Pure Green Franchise,2/4/2020 1:26 PM,Republic,https://republic.co/puregreen,https://www.sec.gov/Archives/edgar/data/1801610/000180161020000002/xslC_X01/primary_doc.xml,02/04/2020,Pure Green Franchise Corp.,Pure Green Franchise,Food & Beverages,Non-Tech,Growth,Series A,RegCF,,SAFE,,,,"$12,000,000",10%,Transactional,B2B/B2C,Life Style,Yes,High,Low,No,"$10,140,000,000",$10B-$25B,"$2,600,000,000",$1B-$5B,2.0%,0%-10%,"4,374",Low,Low,Similar to others,,,Yes,No,Yes,Yes,"$2,692,030","$2,433","$1,796,000",0.14%,Profitable,,Yes,0,1,Yes,No,No,No,2,2,1,0,,12,1,0,40,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,1.00,0.00,40.00,35 - 54,0.14%,,4.6,2.1,,,3.3,SAFE,36.5%,Growth,,2.7,1.4,2.1,Yes,,2.1,1.4,1.0,1.5,35 - 54,67%,1,48%,2,14%,Yes,27%,No,No,No,,Transactional,63%,B2B/B2C,35%,High,56%,Low,32%,,5.0,1.6,5.0,1.3,3.2,Profitable,5%,,1.0,No,76%,,0%,,0%,,,2.2,,11.1,2.5
Dan,1796093,The Greatest Adventure on Earth,2/4/2020 1:39 PM,WeFunder,https://wefunder.com/the.greatest.adventure.on.earth,https://www.sec.gov/Archives/edgar/data/1796093/000167025420000014/xslC_X01/primary_doc.xml,01/16/2020,"The Greatest Adventures On Earth, LLC",The Greatest Adventure On Earth,Entertainment,Non-Tech,Early,Pre-Seed,RegCF,,SAFE,,,,"$5,000,000",20%,Transactional,B2B/B2C,Life Style,Yes,High,Low,No,"$752,600,000,000",$500B-$1T,"$752,600,000,000",$500B-$1T,13.0%,10%-20%,1,High,High,Obviously better than others,,,Yes,No,No,No,$0,$0,$0,100.00%,Pre-Product,,No,0,3,Yes,No,No,No,4,3,3,0,,10,1,0,35,No,,0,1,0,33,No,,0,0,0,32,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,2.00,0.00,33.33,20 - 34,100.00%,,4.8,3.1,,,4.0,SAFE,36.5%,Early,,4.7,1.7,3.2,Yes,,1.3,1.9,1.0,1.4,20 - 34,22%,3,6%,3,10%,Yes,27%,No,No,No,,Transactional,63%,B2B/B2C,35%,High,56%,Low,32%,,1.0,1.0,1.0,1.0,1.0,Pre-Product,24%,,5.0,No,76%,,0%,,0%,,,2.9,,14.6,3.9
Dan,1800456,Soar.com,2/5/2020 4:40 PM,WeFunder,https://wefunder.com/soar,https://www.sec.gov/Archives/edgar/data/1800456/000167025420000050/xslC_X01/primary_doc.xml,01/21/2020,"Strengths, Inc.",Soar.com,E-learning,MediaTech,Growth,Series A,RegCF,,Equity - Common,,,"$15,600,000",,,Recurring,B2B/B2C,Life Style,Yes,High,Low,No,"$1,265,000,000",$1B-$5B,"$1,265,000,000",$1B-$5B,5.0%,0%-10%,0,High,High,Obviously better than others,,,Yes,Yes,Yes,Yes,"$107,966","$126,105","$3,476,667",3.63%,Pre-Profit,,Yes,0,1,Yes,No,No,Yes,1,15,0,0,,23,3,2,55,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.00,3.00,2.00,55.00,55+,3.63%,,4.5,,,,4.5,Equity - Common,28.6%,Growth,,2.7,1.4,2.1,Yes,,3.2,2.3,3.0,2.8,55+,11%,1,48%,15,2%,Yes,27%,No,No,Yes,,Recurring,37%,B2B/B2C,35%,High,56%,Low,32%,,5.0,1.0,4.9,1.6,3.1,Pre-Profit,49%,,5.0,Yes,24%,,0%,,0%,,,3.5,,17.5,5.0
Dan,1785626,Zanbazan,2/6/2020 12:20 PM,NextSeed,https://www.nextseed.com/offerings/zanbazan,https://www.sec.gov/Archives/edgar/data/1785626/000178562620000004/xslC_X01/primary_doc.xml,02/16/2020,"Zanbazan, LLC",Zanbazan,Apparel & Fashion,Non-Tech,Early,Pre-Seed,RegCF,,SAFE,,,,"$2,000,000",20%,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$19,910,000,000",$10B-$25B,"$19,910,000,000",$10B-$25B,4.0%,0%-10%,21,Low,Low,Similar to others,,,No,Yes,No,No,$0,$667,"$15,000",4.45%,Pre-Revenue,,Yes,0,1,No,Yes,No,No,4,1,0,0,,0,0,0,33,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,33.00,20 - 34,4.45%,,4.9,3.1,,,4.0,SAFE,36.5%,Early,,3.3,1.4,2.4,No,,1.0,1.0,1.0,1.0,20 - 34,22%,1,48%,1,8%,No,73%,Yes,No,No,,Transactional,63%,B2B/B2C,35%,Low,44%,Low,32%,,1.0,1.0,4.8,1.0,2.0,Pre-Revenue,22%,,1.0,Yes,24%,,0%,,0%,,,2.1,,10.3,2.2
Dan,1478985,Pacific Integrated Energy,2/7/2020 2:03 PM,StartEngine,https://www.startengine.com/pienergy,https://www.sec.gov/Archives/edgar/data/1478985/000166516020000172/xslC_X01/primary_doc.xml,02/28/2020,"Pacific Integrated Energy, Inc.",PI Energy,Oil & Energy,CleanTech,Early,Series B,RegCF,,Equity - Common,,,"$67,934,930",,,Transactional,B2B,High Growth,Yes,Low,High,No,"$63,260,000,000",$50B-$100B,"$63,260,000,000",$50B-$100B,21.0%,20%-30%,49,Low,High,Similar to others,,,Yes,Yes,Yes,Yes,"$6,000","$148,441","$13,815,635",1.07%,Pre-Profit,,Yes,0,1,Yes,No,No,No,3,8,3,0,,18,1,0,55,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,1.00,0.00,55.00,55+,1.07%,,2.7,,,,2.7,Equity - Common,28.6%,Early,,3.9,2.1,3.0,Yes,,2.7,1.4,1.0,1.7,55+,11%,1,48%,8,3%,Yes,27%,No,No,No,,Transactional,63%,B2B,22%,Low,44%,High,68%,,5.0,1.0,5.0,3.5,3.6,Pre-Profit,49%,,3.0,Yes,24%,,0%,,0%,,,2.8,,14.1,3.7
Dan,1767003,Delsure Health Insurance,2/7/2020 2:12 PM,WeFunder,https://wefunder.com/delsure.health.insurance,https://www.sec.gov/Archives/edgar/data/1767003/000167025420000041/xslC_X01/primary_doc.xml,12/18/2019,"Delsure Health Insurance, Inc.",Delsure,Insurance,Non-Tech,Early,Series A,RegCF,,Equity - Preferred,,,"$2,970,000",,,Recurring,B2C,Life Style,Yes,Low,Low,No,"$1,100,000,000,000",> $1T,"$1,100,000,000,000",> $1T,3.0%,0%-10%,900,Low,High,Similar to others,,,Yes,No,No,No,$0,"$21,043","$1,243,450",1.69%,Pre-Revenue,,No,0,1,No,No,Yes,No,3,5,1,0,,0,0,0,72,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,72.00,55+,1.69%,,4.9,,,,4.9,Equity - Preferred,7.9%,Early,,5.0,1.4,3.2,Yes,,1.0,1.0,1.0,1.0,55+,11%,1,48%,5,13%,No,73%,No,Yes,No,,Recurring,37%,B2C,40%,Low,44%,Low,32%,,1.0,1.0,4.9,1.2,2.0,Pre-Revenue,22%,,3.0,No,76%,,0%,,0%,,,2.8,,14.1,3.7
Dan,1800770,Everydae,2/7/2020 2:14 PM,WeFunder,https://wefunder.com/everydae,https://www.sec.gov/Archives/edgar/data/1800770/000167025420000065/xslC_X01/primary_doc.xml,01/23/2020,Learn with ORION LLC,Everydae,E-learning,EdTech,Growth,Series A,RegCF,,SAFE,,,,"$10,000,000",0%,Recurring,B2B/B2C,Life Style,Yes,High,Low,No,"$80,260,000,000",$50B-$100B,"$633,300,000",$500M-$1B,4.0%,0%-10%,12,High,Low,Obviously better than others,,,Yes,No,Yes,Yes,"$326,909",$474,"$25,000",1.90%,Profitable,,No,0,3,Yes,Yes,Yes,No,8,7,0,0,,2,1,1,31,Yes,,18,2,1,53,Yes,,13,0,0,45,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.00,3.00,2.00,43.00,35 - 54,1.90%,,4.7,1.0,,,2.8,SAFE,36.5%,Growth,,2.4,1.4,1.9,Yes,,2.0,2.3,3.0,2.5,35 - 54,67%,3,6%,7,3%,Yes,27%,Yes,Yes,No,,Recurring,37%,B2B/B2C,35%,High,56%,Low,32%,,5.0,1.1,4.9,1.0,3.0,Profitable,5%,,3.0,No,76%,,0%,,0%,,,2.6,,13.2,3.3
Dan,1802762,Deuce Drone,2/11/2020 1:26 PM,NetCapital,https://netcapital.com/companies/deuce-drone,https://www.sec.gov/Archives/edgar/data/1802762/000166919120000045/xslC_X01/primary_doc.xml,2/10/2020,Deuce Drone LLC,Deuce Drone,Package/Freight Delivery,CommerceTech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$4,200,000",,,Recurring,B2B/B2C,High Growth,Yes,Low,Low,No,"$693,000,000",$500M-$1B,"$693,000,000",$500M-$1B,45.0%,40%-50%,7,Low,Low,Similar to others,,,No,No,No,No,$0,$0,$0,100.00%,Pre-Product,,Yes,0,3,Yes,No,Yes,No,4,3,0,0,,0,2,0,42,No,,21,0,0,56,No,,2,0,0,22,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.67,2.00,0.00,40.00,35 - 54,100.00%,,4.9,,,,4.9,Equity - Common,28.6%,Early,,2.4,2.8,2.6,No,,1.7,1.9,1.0,1.5,35 - 54,67%,3,6%,3,10%,Yes,27%,No,Yes,No,,Recurring,37%,B2B/B2C,35%,Low,44%,Low,32%,,1.0,1.0,1.0,1.0,1.0,Pre-Product,24%,,1.0,No,76%,,0%,,0%,,,2.2,,11.0,2.5
Dan,1585681,ThoughtFull Toys Inc.,2/13/2020 11:54 AM,StartEngine,https://www.startengine.com/thoughtfull-toys-inc,https://www.sec.gov/Archives/edgar/data/1585681/000166516020000109/xslC_X01/primary_doc.xml,02/12/2020,"Thoughtfull Toys, Inc.",ThoughtFull Toys,Consumer Goods,Non-Tech,Growth,Series B,RegCF,,Equity - Preferred,,,"$5,436,506",,,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$123,750,000,000",$100B-$250B,"$20,910,000,000",$10B-$25B,-4.0%,< 0% (Shrinking Market),25,Low,Low,Similar to others,,,No,Yes,Yes,Yes,"$1,580,699","$114,224","$4,154,770",2.75%,Pre-Profit,,Yes,0,1,Yes,No,No,No,1,5,0,0,,31,3,1,42,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.00,3.00,1.00,42.00,35 - 54,2.75%,,4.8,,,,4.8,Equity - Preferred,7.9%,Growth,,3.3,1.0,2.2,No,,4.0,2.3,2.0,2.8,35 - 54,67%,1,48%,5,13%,Yes,27%,No,No,No,,Transactional,63%,B2B/B2C,35%,Low,44%,Low,32%,,5.0,1.3,4.9,1.8,3.2,Pre-Profit,49%,,1.0,Yes,24%,,0%,,0%,,,2.8,,14.0,3.6
Dan,1800755,"GoBQ Grills, Inc.",2/13/2020 11:56 AM,StartEngine,https://www.startengine.com/gobq-grills,https://www.sec.gov/Archives/edgar/data/1800755/000166516020000114/xslC_X01/primary_doc.xml,02/12/2020,"GoBQ Grills, Inc.",GoBQ Grills,Food Production,FoodTech,Growth,Seed,RegCF,,Equity - Common,,,"$6,000,000",,,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$46,460,000,000",$25B-$50B,"$46,460,000,000",$25B-$50B,8.0%,0%-10%,251,High,Low,Similar to others,,,No,Yes,Yes,Yes,"$45,755","$15,439","$215,000",7.18%,Pre-Profit,,Yes,0,2,No,No,No,No,2,3,2,0,,0,1,0,51,No,,0,0,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1.00,0.00,51.00,35 - 54,7.18%,,4.8,,,,4.8,Equity - Common,28.6%,Growth,,3.6,1.4,2.5,No,,1.0,1.4,1.0,1.1,35 - 54,67%,2,41%,3,10%,No,73%,No,No,No,,Transactional,63%,B2B/B2C,35%,Low,44%,Low,32%,,5.0,1.0,4.7,1.0,2.9,Pre-Profit,49%,,3.0,Yes,24%,,0%,,0%,,,2.9,,14.4,3.8
Dan,1800826,Galactic Adventures,02/13/2020 12:00 PM,WeFunder,https://wefunder.com/galacticadventures,https://www.sec.gov/Archives/edgar/data/1800826/000167025420000107/xslC_X01/primary_doc.xml,02/07/2020,"Galactic Adventures, Inc.",Galactic Adventures,Entertainment,Non-Tech,Early,Pre-Seed,RegCF,,Equity - Preferred,,,"$5,000,000",,,Transactional,B2C,Life Style,Yes,Low,Low,No,"$4,450,000,000",$1B-$5B,"$775,000,000",$500M-$1B,2.0%,0%-10%,"2,350",Low,Low,Similar to others,,,No,No,No,No,$0,$220,$0,100.00%,Pre-Product,,Yes,1,1,No,No,No,No,1,1,0,3,,0,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,42.00,35 - 54,100.00%,,4.8,,,,4.8,Equity - Preferred,7.9%,Early,,2.4,1.4,1.9,No,,1.0,1.0,1.0,1.0,35 - 54,67%,1,48%,1,8%,No,73%,No,No,No,,Transactional,63%,B2C,40%,Low,44%,Low,32%,,1.0,1.0,1.0,1.0,1.0,Pre-Product,24%,,1.0,No,76%,,0%,,0%,,,1.9,,9.7,2.0
Dan,1803721,American 7s Football League,03/02/2020 11:11 AM,StartEngine,https://www.startengine.com/a7fl,https://www.sec.gov/Archives/edgar/data/1803721/000180372120000002/xslC_X01/primary_doc.xml,02/27/2020,A7FL Inc.,American 7s Football League,Entertainment,Non-Tech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$9,000,000",,,Recurring,B2B/B2C,Life Style,Yes,High,Low,No,"$75,570,000,000",$50B-$100B,"$75,570,000,000",$50B-$100B,3.0%,0%-10%,2,High,Low,Similar to others,,,No,No,Yes,Yes,"$20,273",$874,$0,100.00%,Pre-Profit,,Yes,3,2,No,No,No,No,2,2,1,1,,0,0,0,41,No,,0,2,0,41,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,2.00,0.00,41.00,35 - 54,100.00%,,4.7,,,,4.7,Equity - Common,28.6%,Early,,3.9,1.4,2.7,No,,1.0,1.9,1.0,1.3,35 - 54,67%,2,41%,2,14%,No,73%,No,No,No,,Recurring,37%,B2B/B2C,35%,High,56%,Low,32%,,5.0,1.0,1.0,1.0,2.0,Pre-Profit,49%,,3.0,No,76%,,0%,,0%,,,2.7,,13.7,3.5
Dan,1803728,Chicas Tacos,03/02/2020 11:19 AM,StartEngine,https://www.startengine.com/chicastacos,https://www.sec.gov/Archives/edgar/data/1803728/000166516020000195/xslC_X01/primary_doc.xml,03/04/2020,"Chicas Tacos Holdings, Inc.",Chicas Tacos,Restaurants,Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$6,030,000",,,Recurring,B2B/B2C,Life Style,Yes,Low,Low,No,"$62,880,000,000",$50B-$100B,"$62,880,000,000",$50B-$100B,5.0%,0%-10%,"57,684",Low,Low,Similar to others,,,No,No,Yes,Yes,"$9,450","$19,784","$1,235,000",1.60%,Pre-Profit,,Yes,0,4,Yes,No,Yes,No,2,4,0,0,,0,1,0,42,No,,7,,,,,,0,3,0,28,No,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,6.00,0.00,35.00,35 - 54,1.60%,,4.8,,,,4.8,Equity - Common,28.6%,Early,,3.9,1.4,2.7,No,,1.2,3.7,1.0,1.9,35 - 54,67%,4,5%,4,13%,Yes,27%,No,Yes,No,,Recurring,37%,B2B/B2C,35%,Low,44%,Low,32%,,5.0,1.0,4.9,1.2,3.0,Pre-Profit,49%,,1.0,No,76%,,0%,,0%,,,2.7,,13.4,3.4
Dan,1803730,Mamie's Pies,03/02/2020 11:28 AM,StartEngine,https://www.startengine.com/mamiespies,https://www.sec.gov/Archives/edgar/data/1803730/000166516020000177/xslC_X01/primary_doc.xml,02/28/2020,"Mamie's Pies, Inc.",Mamie's Pies,Food & Beverages,Non-Tech,Growth,Series A,RegCF,,Equity - Common,,,"$6,250,010",,,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$104,100,000,000",$100B-$250B,"$31,840,000,000",$25B-$50B,5.0%,0%-10%,11,Low,Low,Similar to others,,,No,No,Yes,Yes,"$549,924","$3,786","$737,283",0.51%,Pre-Profit,,Yes,16,1,Yes,Yes,No,No,1,2,7,0,,7,0,0,57,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,0.00,0.00,57.00,55+,0.51%,,4.8,,,,4.8,Equity - Common,28.6%,Growth,,3.6,1.4,2.5,No,,1.7,1.0,1.0,1.2,55+,11%,1,48%,2,14%,Yes,27%,Yes,No,No,,Transactional,63%,B2B/B2C,35%,Low,44%,Low,32%,,5.0,1.1,5.0,1.1,3.1,Pre-Profit,49%,,1.0,No,76%,,0%,,0%,,,2.5,,12.6,3.1
Dan,1804772,ClimateCase,03/02/2020 11:32 AM,StartEngine,https://www.startengine.com/climatecase,https://www.sec.gov/Archives/edgar/data/1804772/000166516020000184/xslC_X01/primary_doc.xml,02/28/2020,"Coastal ClimateCase, Inc.",ClimateCase,Consumer Goods,Non-Tech,Growth,Seed,RegCF,,Equity - Common,,,"$2,500,000",,,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$236,510,000,000",$100B-$250B,"$236,510,000,000",$100B-$250B,3.0%,0%-10%,6,High,Low,Similar to others,,,No,Yes,Yes,Yes,"$413,527","$2,378","$118,736",2.00%,Profitable,,Yes,0,1,No,Yes,No,No,0,3,1,0,,0,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,42.00,35 - 54,2.00%,,4.9,,,,4.9,Equity - Common,28.6%,Growth,,4.1,1.4,2.8,No,,1.0,1.0,1.0,1.0,35 - 54,67%,1,48%,3,10%,No,73%,Yes,No,No,,Transactional,63%,B2B/B2C,35%,Low,44%,Low,32%,,5.0,1.1,4.9,1.0,3.0,Profitable,5%,,3.0,Yes,24%,,0%,,0%,,,2.9,,14.7,3.9
Dan,1800827,Fuchsia Shoes,3/2/2020 11:50 AM,WeFunder,https://wefunder.com/fuchsia.shoes,https://www.sec.gov/Archives/edgar/data/1800827/000167025420000071/xslC_X01/primary_doc.xml,01/28/2020,Fuchsia Shoes Inc.,Fuchsia Shoes,Apparel & Fashion,Non-Tech,Growth,Seed,RegCF,,SAFE,,,,"$4,000,000",25%,Transactional,B2B/B2C,Life Style,Yes,High,Low,Yes,"$223,700,000,000",$100B-$250B,"$223,700,000,000",$100B-$250B,4.0%,0%-10%,200,High,Low,Obviously better than others,,,No,No,Yes,Yes,"$129,750","$4,746","$140,294",3.38%,Pre-Profit,,No,0,2,Yes,Yes,Yes,No,5,3,0,0,,4,0,0,38,Yes,,4,0,0,39,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,0.00,0.00,38.50,35 - 54,3.38%,,4.9,3.6,,,4.3,SAFE,36.5%,Growth,,4.1,1.4,2.8,No,,1.4,1.0,1.0,1.1,35 - 54,67%,2,41%,3,10%,Yes,27%,Yes,Yes,No,,Transactional,63%,B2B/B2C,35%,High,56%,Low,32%,,5.0,1.0,4.9,1.0,3.0,Pre-Profit,49%,,3.0,No,76%,,0%,,0%,,,2.8,,14.1,3.7
Dan,1741462,Citizen Armor,1/2/2020 1:31 PM,Mr. Crowd,https://www.mrcrowd.com/company/TAC,https://www.sec.gov/Archives/edgar/data/1741462/000166610220000002/xslC_X01/primary_doc.xml,01/02/2020,"Armored Citizen, LLC",Citizen Armor,Defense & Space,FashionTech,Growth,,RegCF,,Equity - Common,,,"$8,600,000",,,Transactional,B2B/B2C,Life Style,Yes,High,Low,No,"$2,300,000,000",$1B-$5B,"$2,300,000,000",$1B-$5B,6.0%,0%-10%,16,Low,Low,Similar to others,,,Yes,Yes,Yes,Yes,"$287,969","$21,796",$0,100.00%,Pre-Profit,,Yes,0,1,Yes,No,No,No,2,10,0,0,,7,5,1,51,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,5.00,1.00,51.00,35 - 54,100.00%,,4.7,,,,4.7,Equity - Common,28.6%,Growth,,2.7,1.4,2.1,Yes,,1.7,3.2,2.0,2.3,35 - 54,67%,1,48%,10,3%,Yes,27%,No,No,No,,Transactional,63%,B2B/B2C,35%,High,56%,Low,32%,,5.0,1.1,1.0,1.0,2.0,Pre-Profit,49%,,1.0,Yes,24%,,0%,,0%,,,2.4,,12.1,2.9
Dan,1748253,Vibravision,1/2/2020 1:35 PM,Mr. Crowd,https://www.mrcrowd.com/company/VBR,https://www.sec.gov/Archives/edgar/data/1748253/000166610219000029/xslC_X01/primary_doc.xml,12/23/2019,"Vibravision, LLC",Vibravision,"Health, Welness & Fitness",Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$7,000,000",,,Recurring,B2C,Life Style,Yes,Low,Low,No,"$153,400,000",$100M-$250M,"$153,400,000",$100M-$250M,7.0%,0%-10%,"80,559",High,Low,Similar to others,,,Yes,No,Yes,Yes,"$48,597",$234,"$30,099",0.78%,Pre-Profit,,No,0,3,Yes,No,No,No,1,3,0,0,,20,2,0,48,No,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,3.00,0.00,48.00,35 - 54,0.78%,,4.8,,,,4.8,Equity - Common,28.6%,Early,,1.9,1.4,1.7,Yes,,2.0,2.3,1.0,1.8,35 - 54,67%,3,6%,3,10%,Yes,27%,No,No,No,,Recurring,37%,B2C,40%,Low,44%,Low,32%,,5.0,1.0,5.0,1.0,3.0,Pre-Profit,49%,,3.0,No,76%,,0%,,0%,,,2.8,,14.2,3.7
Dan,1758447,Social5,1/2/2020 1:37 PM,Mr. Crowd,https://www.mrcrowd.com/company/SOC,https://www.sec.gov/Archives/edgar/data/1758447/000166610220000001/xslC_X01/primary_doc.xml,01/02/2020,"Social5, LLC",Social5,Marketing & Advertising,AdTech,Growth,Series B,RegCF,,Equity - Common,,,"$8,000,000",,,Recurring,B2B,High Growth,Yes,High,Low,No,"$504,580,000,000",$500B-$1T,"$504,580,000,000",$500B-$1T,38.0%,30%-40%,"7,365",Low,Low,Similar to others,,,No,No,Yes,Yes,"$2,646,599","$9,157",$0,100.00%,Profitable,,No,0,5,Yes,No,No,No,6,20,0,0,,8,0,0,42,No,,9,0,0,38,No,,8,0,0,54,No,,10,0,0,41,No,,7,0,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.40,0.00,0.00,43.75,35 - 54,100.00%,,4.7,,,,4.7,Equity - Common,28.6%,Growth,,4.7,2.5,3.6,No,,1.8,1.0,1.0,1.3,35 - 54,67%,5,0%,20,2%,Yes,27%,No,No,No,,Recurring,37%,B2B,22%,High,56%,Low,32%,,5.0,1.6,1.0,1.0,2.1,Profitable,5%,,1.0,No,76%,,0%,,0%,,,2.5,,12.7,3.2
Dan,1742800,ZAMii,1/2/2020 1:57 PM,Razitall,https://www.razitall.com/pitch/zamii-clean-cleaning-americas-carpets-upholstery,https://www.sec.gov/Archives/edgar/data/1742800/000166828719000051/xslC_X01/primary_doc.xml,09/25/2019,Zamii Clean USA Carpet and Upholstery Cleaning Corp.,ZAMii Clean Cleaning Americas Carpets & Upholstery,Consumer Services,Non-Tech,Early,Pre-Seed,RegCF,,CAFES,,,,"$450,000",0%,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$4,260,000,000",$1B-$5B,"$4,260,000,000",$1B-$5B,4.0%,0%-10%,"7,700",Low,Low,Similar to others,,,No,No,No,No,$0,$365,$0,100.00%,Pre-Product,,No,0,1,No,No,Yes,No,0,2,0,0,,0,2,0,59,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,2.00,0.00,59.00,55+,100.00%,,5.0,1.0,,,3.0,CAFES,14.3%,Early,,2.7,1.4,2.1,No,,1.0,1.9,1.0,1.3,55+,11%,1,48%,2,14%,No,73%,No,Yes,No,,Transactional,63%,B2B/B2C,35%,Low,44%,Low,32%,,1.0,1.0,1.0,1.0,1.0,Pre-Product,24%,,1.0,No,76%,,0%,,0%,,,1.7,,8.3,1.4
Dan,1740066,Bum Butt Corporation,01/02/2020 2:00 PM,Razitall,https://www.razitall.com/pitch/bum-butt-wipes-container,https://www.sec.gov/Archives/edgar/data/1740066/000166828719000036/xslC_X01/primary_doc.xml,09/04/2019,Bum Butt Corporation,Bum Butt Wipes & Container,Consumer Goods,Non-Tech,Early,Pre-Seed,RegCF,,CAFES,,,,"$464,285",0%,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$17,590,000,000",$10B-$25B,"$17,590,000,000",$10B-$25B,6.0%,0%-10%,6,Low,Low,Similar to others,,,No,No,No,No,$0,"$1,194","$5,870",20.34%,Pre-Revenue,,No,0,1,No,No,Yes,No,2,2,0,0,,0,3,0,49,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,3.00,0.00,49.00,35 - 54,20.34%,,5.0,1.0,,,3.0,CAFES,14.3%,Early,,3.3,1.4,2.4,No,,1.0,2.3,1.0,1.4,35 - 54,67%,1,48%,2,14%,No,73%,No,Yes,No,,Transactional,63%,B2B/B2C,35%,Low,44%,Low,32%,,1.0,1.0,4.2,1.0,1.8,Pre-Revenue,22%,,1.0,No,76%,,0%,,0%,,,1.9,,9.6,1.9
