writer,cik,company,date_created,platform,platform_url,sec_filing_url,sec_filing_date,legal_name,dba,industry,tech_sector,stage,series,crowdfunding_type_1,crowdfunding_type_2,security_type,rev_share_return_multiple,debt_interest_rate,pre_money_valuation,valuation_cap,discount_rate,valuation_cap_after_discount,valuations_combined,valuations_brackets,revenue_model,distrubution_model,business_type,has_scalable_business_model,margin_level,capital_intensity_level,accelerator_program,market_size_total,market_size_total_buckets,market_size_addressable,market_size_addressable_buckets,market_growth_rate,market_growth_rate_buckets,direct_competitors,differentiation_level_quality,differentiation_level_price,how_is_it_10x_better,barriers_to_entry,threat_of_substitute_products,has_social_impact,has_patents,has_users,has_paying_customers,total_revenue,total_revenue_brackets,monthly_burn,prior_rounds_total_amount_raised,prior_rounds_total_amount_raised_buckets,monthly_burn_rate,monthly_burn_rate_of_capital_buckets,development_phase,bio_development_phase,has_partnerships,relevant_partners,founders,has_shared_experience,has_female_founders,has_minority_founders,has_famous_founders,unique_universities,employees,relevent_advisors,notable_investors,spacer founder 1,founder_1_relevant_industry_experience,founder_1_previous_startups,founder_1_exits,founder_1_age,founder_1_graduated_from_top_100,spacer founder 2,founder_2_relevant_industry_experience,founder_2_previous_startups,founder_2_exits,founder_2_age,founder_2_graduated_from_top_100,spacer founder 3,founder_3_relevant_industry_experience,founder_3_previous_startups,founder_3_exits,founder_3_age,founder_3_graduated_from_top_100,spacer founder 4,founder_4_relevant_industry_experience,founder_4_previous_startups,founder_4_exits,founder_4_age,founder_4_graduated_from_top_100,spacer founder 5,founder_5_relevant_industry_experience,founder_5_previous_startups,founder_5_exits,founder_5_age,founder_5_graduated_from_top_100,spacer founder 6,founder_6_relevant_industry_experience,founder_6_previous_startups,founder_6_exits,founder_6_age,founder_6_graduated_from_top_100,spacer founder 7,founder_7_relevant_industry_experience,founder_7_previous_startups,founder_7_exits,founder_7_age,founder_7_graduated_from_top_100,spacer founder 8,founder_8_relevant_industry_experience,founder_8_previous_startups,founder_8_exits,founder_8_age,founder_8_graduated_from_top_100,spacer founder 9,founder_9_relevant_industry_experience,founder_9_previous_startups,founder_9_exits,founder_9_age,founder_9_graduated_from_top_100,,,,
Dan,1799227,Yae! Organics,2/3/2020 13:01,StartEngine,https://www.startengine.com/yae-organics,https://www.sec.gov/Archives/edgar/data/1799227/000166516020000079/xslC_X01/primary_doc.xml,1/31/2020,Yae! Organics Inc.,Yae! Organics,Food & Beverages,Non-Tech,Growth,Seed,RegCF,,Equity - Common,,,"$2,448,000 ",,,,2448000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$319,400,000,000 ",#NAME?,"$319,400,000,000 ",#NAME?,8.00%,#NAME?,179,Low,Low,Similar to others,,,No,No,Yes,Yes,128989,#NAME?,3108,"$5,000 ",#NAME?,62.16%,#NAME?,Profitable,,No,0,1,Yes,No,Yes,No,1,8,3,0,,3,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1801610,Pure Green Franchise,2/4/2020 13:26,Republic,https://republic.co/puregreen,https://www.sec.gov/Archives/edgar/data/1801610/000180161020000002/xslC_X01/primary_doc.xml,2/4/2020,Pure Green Franchise Corp.,Pure Green Franchise,Food & Beverages,Non-Tech,Growth,Series A,RegCF,,SAFE,,,,"$12,000,000 ",10%,"$10,800,000 ",10800000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,High,Low,No,"$10,140,000,000 ",#NAME?,"$2,600,000,000 ",#NAME?,2.00%,#NAME?,"4,374",Low,Low,Similar to others,,,Yes,No,Yes,Yes,2692030,#NAME?,2433,"$1,796,000 ",#NAME?,0.14%,#NAME?,Profitable,,Yes,0,1,Yes,No,No,No,2,2,1,0,,12,1,0,40,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1796093,The Greatest Adventure on Earth,2/4/2020 13:39,WeFunder,https://wefunder.com/the.greatest.adventure.on.earth,https://www.sec.gov/Archives/edgar/data/1796093/000167025420000014/xslC_X01/primary_doc.xml,1/16/2020,"The Greatest Adventures On Earth, LLC",The Greatest Adventure On Earth,Entertainment,Non-Tech,Early,Pre-Seed,RegCF,,SAFE,,,,"$5,000,000 ",20%,"$4,000,000 ",4000000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,High,Low,No,"$752,600,000,000 ",#NAME?,"$752,600,000,000 ",#NAME?,13.00%,#NAME?,1,High,High,Obviously better than others,,,Yes,No,No,No,0,#NAME?,0,$0 ,#NAME?,100.00%,#NAME?,Pre-Product,,No,0,3,Yes,No,No,No,4,3,3,0,,10,1,0,35,No,,0,1,0,33,No,,0,0,0,32,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1800456,Soar.com,2/5/2020 16:40,WeFunder,https://wefunder.com/soar,https://www.sec.gov/Archives/edgar/data/1800456/000167025420000050/xslC_X01/primary_doc.xml,1/21/2020,"Strengths, Inc.",Soar.com,E-learning,MediaTech,Growth,Series A,RegCF,,Equity - Common,,,"$15,600,000 ",,,,15600000,#NAME?,Recurring,B2B/B2C,Life Style,Yes,High,Low,No,"$1,265,000,000 ",#NAME?,"$1,265,000,000 ",#NAME?,5.00%,#NAME?,0,High,High,Obviously better than others,,,Yes,Yes,Yes,Yes,107966,#NAME?,126105,"$3,476,667 ",#NAME?,3.63%,#NAME?,Pre-Profit,,Yes,0,1,Yes,No,No,Yes,1,15,0,0,,23,3,2,55,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1785626,Zanbazan,2/6/2020 12:20,NextSeed,https://www.nextseed.com/offerings/zanbazan,https://www.sec.gov/Archives/edgar/data/1785626/000178562620000004/xslC_X01/primary_doc.xml,2/16/2020,"Zanbazan, LLC",Zanbazan,Apparel & Fashion,Non-Tech,Early,Pre-Seed,RegCF,,SAFE,,,,"$2,000,000 ",20%,"$1,600,000 ",1600000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$19,910,000,000 ",#NAME?,"$19,910,000,000 ",#NAME?,4.00%,#NAME?,21,Low,Low,Similar to others,,,No,Yes,No,No,0,#NAME?,667,"$15,000 ",#NAME?,4.45%,#NAME?,Pre-Revenue,,Yes,0,1,No,Yes,No,No,4,1,0,0,,0,0,0,33,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1478985,Pacific Integrated Energy,2/7/2020 14:03,StartEngine,https://www.startengine.com/pienergy,https://www.sec.gov/Archives/edgar/data/1478985/000166516020000172/xslC_X01/primary_doc.xml,2/28/2020,"Pacific Integrated Energy, Inc.",PI Energy,Oil & Energy,CleanTech,Early,Series B,RegCF,,Equity - Common,,,"$67,934,930 ",,,,67934930,#NAME?,Transactional,B2B,High Growth,Yes,Low,High,No,"$63,260,000,000 ",#NAME?,"$63,260,000,000 ",#NAME?,21.00%,#NAME?,49,Low,High,Similar to others,,,Yes,Yes,Yes,Yes,6000,#NAME?,148441,"$13,815,635 ",#NAME?,1.07%,#NAME?,Pre-Profit,,Yes,0,1,Yes,No,No,No,3,8,3,0,,18,1,0,55,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1767003,Delsure Health Insurance,2/7/2020 14:12,WeFunder,https://wefunder.com/delsure.health.insurance,https://www.sec.gov/Archives/edgar/data/1767003/000167025420000041/xslC_X01/primary_doc.xml,12/18/2019,"Delsure Health Insurance, Inc.",Delsure,Insurance,Non-Tech,Early,Series A,RegCF,,Equity - Preferred,,,"$2,970,000 ",,,,2970000,#NAME?,Recurring,B2C,Life Style,Yes,Low,Low,No,"$1,100,000,000,000 ",#NAME?,"$1,100,000,000,000 ",#NAME?,3.00%,#NAME?,900,Low,High,Similar to others,,,Yes,No,No,No,0,#NAME?,21043,"$1,243,450 ",#NAME?,1.69%,#NAME?,Pre-Revenue,,No,0,1,No,No,Yes,No,3,5,1,0,,0,0,0,72,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1800770,Everydae,2/7/2020 14:14,WeFunder,https://wefunder.com/everydae,https://www.sec.gov/Archives/edgar/data/1800770/000167025420000065/xslC_X01/primary_doc.xml,1/23/2020,Learn with ORION LLC,Everydae,E-learning,EdTech,Growth,Series A,RegCF,,SAFE,,,,"$10,000,000 ",0%,"$10,000,000 ",10000000,#NAME?,Recurring,B2B/B2C,Life Style,Yes,High,Low,No,"$80,260,000,000 ",#NAME?,"$633,300,000 ",#NAME?,4.00%,#NAME?,12,High,Low,Obviously better than others,,,Yes,No,Yes,Yes,326909,#NAME?,474,"$25,000 ",#NAME?,1.90%,#NAME?,Profitable,,No,0,3,Yes,Yes,Yes,No,8,7,0,0,,2,1,1,31,Yes,,18,2,1,53,Yes,,13,0,0,45,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1802762,Deuce Drone,2/11/2020 13:26,NetCapital,https://netcapital.com/companies/deuce-drone,https://www.sec.gov/Archives/edgar/data/1802762/000166919120000045/xslC_X01/primary_doc.xml,2/10/2020,Deuce Drone LLC,Deuce Drone,Package/Freight Delivery,CommerceTech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$4,200,000 ",,,,4200000,#NAME?,Recurring,B2B/B2C,High Growth,Yes,Low,Low,No,"$693,000,000 ",#NAME?,"$693,000,000 ",#NAME?,45.00%,#NAME?,7,Low,Low,Similar to others,,,No,No,No,No,0,#NAME?,0,$0 ,#NAME?,100.00%,#NAME?,Pre-Product,,Yes,0,3,Yes,No,Yes,No,4,3,0,0,,0,2,0,42,No,,21,0,0,56,No,,2,0,0,22,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1585681,ThoughtFull Toys Inc.,2/13/2020 11:54,StartEngine,https://www.startengine.com/thoughtfull-toys-inc,https://www.sec.gov/Archives/edgar/data/1585681/000166516020000109/xslC_X01/primary_doc.xml,2/12/2020,"Thoughtfull Toys, Inc.",ThoughtFull Toys,Consumer Goods,Non-Tech,Growth,Series B,RegCF,,Equity - Preferred,,,"$5,436,506 ",,,,5436506,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$123,750,000,000 ",#NAME?,"$20,910,000,000 ",#NAME?,-4.00%,#NAME?,25,Low,Low,Similar to others,,,No,Yes,Yes,Yes,1580699,#NAME?,114224,"$4,154,770 ",#NAME?,2.75%,#NAME?,Pre-Profit,,Yes,0,1,Yes,No,No,No,1,5,0,0,,31,3,1,42,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1800755,"GoBQ Grills, Inc.",2/13/2020 11:56,StartEngine,https://www.startengine.com/gobq-grills,https://www.sec.gov/Archives/edgar/data/1800755/000166516020000114/xslC_X01/primary_doc.xml,2/12/2020,"GoBQ Grills, Inc.",GoBQ Grills,Food Production,FoodTech,Growth,Seed,RegCF,,Equity - Common,,,"$6,000,000 ",,,,6000000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$46,460,000,000 ",#NAME?,"$46,460,000,000 ",#NAME?,8.00%,#NAME?,251,High,Low,Similar to others,,,No,Yes,Yes,Yes,45755,#NAME?,15439,"$215,000 ",#NAME?,7.18%,#NAME?,Pre-Profit,,Yes,0,2,No,No,No,No,2,3,2,0,,0,1,0,51,No,,0,0,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1800826,Galactic Adventures,2/13/2020 12:00,WeFunder,https://wefunder.com/galacticadventures,https://www.sec.gov/Archives/edgar/data/1800826/000167025420000107/xslC_X01/primary_doc.xml,2/7/2020,"Galactic Adventures, Inc.",Galactic Adventures,Entertainment,Non-Tech,Early,Pre-Seed,RegCF,,Equity - Preferred,,,"$5,000,000 ",,,,5000000,#NAME?,Transactional,B2C,Life Style,Yes,Low,Low,No,"$4,450,000,000 ",#NAME?,"$775,000,000 ",#NAME?,2.00%,#NAME?,"2,350",Low,Low,Similar to others,,,No,No,No,No,0,#NAME?,220,$0 ,#NAME?,100.00%,#NAME?,Pre-Product,,Yes,1,1,No,No,No,No,1,1,0,3,,0,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1803721,American 7s Football League,3/2/2020 11:11,StartEngine,https://www.startengine.com/a7fl,https://www.sec.gov/Archives/edgar/data/1803721/000180372120000002/xslC_X01/primary_doc.xml,2/27/2020,A7FL Inc.,American 7s Football League,Entertainment,Non-Tech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$9,000,000 ",,,,9000000,#NAME?,Recurring,B2B/B2C,Life Style,Yes,High,Low,No,"$75,570,000,000 ",#NAME?,"$75,570,000,000 ",#NAME?,3.00%,#NAME?,2,High,Low,Similar to others,,,No,No,Yes,Yes,20273,#NAME?,874,$0 ,#NAME?,100.00%,#NAME?,Pre-Profit,,Yes,3,2,No,No,No,No,2,2,1,1,,0,0,0,41,No,,0,2,0,41,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1803728,Chicas Tacos,3/2/2020 11:19,StartEngine,https://www.startengine.com/chicastacos,https://www.sec.gov/Archives/edgar/data/1803728/000166516020000195/xslC_X01/primary_doc.xml,3/4/2020,"Chicas Tacos Holdings, Inc.",Chicas Tacos,Restaurants,Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$6,030,000 ",,,,6030000,#NAME?,Recurring,B2B/B2C,Life Style,Yes,Low,Low,No,"$62,880,000,000 ",#NAME?,"$62,880,000,000 ",#NAME?,5.00%,#NAME?,"57,684",Low,Low,Similar to others,,,No,No,Yes,Yes,9450,#NAME?,19784,"$1,235,000 ",#NAME?,1.60%,#NAME?,Pre-Profit,,Yes,0,4,Yes,No,Yes,No,2,4,0,0,,0,1,0,42,No,,7,,,,,,0,3,0,28,No,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1803730,Mamie's Pies,3/2/2020 11:28,StartEngine,https://www.startengine.com/mamiespies,https://www.sec.gov/Archives/edgar/data/1803730/000166516020000177/xslC_X01/primary_doc.xml,2/28/2020,"Mamie's Pies, Inc.",Mamie's Pies,Food & Beverages,Non-Tech,Growth,Series A,RegCF,,Equity - Common,,,"$6,250,010 ",,,,6250010,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$104,100,000,000 ",#NAME?,"$31,840,000,000 ",#NAME?,5.00%,#NAME?,11,Low,Low,Similar to others,,,No,No,Yes,Yes,549924,#NAME?,3786,"$737,283 ",#NAME?,0.51%,#NAME?,Pre-Profit,,Yes,16,1,Yes,Yes,No,No,1,2,7,0,,7,0,0,57,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1804772,ClimateCase,3/2/2020 11:32,StartEngine,https://www.startengine.com/climatecase,https://www.sec.gov/Archives/edgar/data/1804772/000166516020000184/xslC_X01/primary_doc.xml,2/28/2020,"Coastal ClimateCase, Inc.",ClimateCase,Consumer Goods,Non-Tech,Growth,Seed,RegCF,,Equity - Common,,,"$2,500,000 ",,,,2500000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$236,510,000,000 ",#NAME?,"$236,510,000,000 ",#NAME?,3.00%,#NAME?,6,High,Low,Similar to others,,,No,Yes,Yes,Yes,413527,#NAME?,2378,"$118,736 ",#NAME?,2.00%,#NAME?,Profitable,,Yes,0,1,No,Yes,No,No,0,3,1,0,,0,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1800827,Fuchsia Shoes,3/2/2020 11:50,WeFunder,https://wefunder.com/fuchsia.shoes,https://www.sec.gov/Archives/edgar/data/1800827/000167025420000071/xslC_X01/primary_doc.xml,1/28/2020,Fuchsia Shoes Inc.,Fuchsia Shoes,Apparel & Fashion,Non-Tech,Growth,Seed,RegCF,,SAFE,,,,"$4,000,000 ",25%,"$3,000,000 ",3000000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,High,Low,Yes,"$223,700,000,000 ",#NAME?,"$223,700,000,000 ",#NAME?,4.00%,#NAME?,200,High,Low,Obviously better than others,,,No,No,Yes,Yes,129750,#NAME?,4746,"$140,294 ",#NAME?,3.38%,#NAME?,Pre-Profit,,No,0,2,Yes,Yes,Yes,No,5,3,0,0,,4,0,0,38,Yes,,4,0,0,39,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1741462,Citizen Armor,1/2/2020 13:31,Mr. Crowd,https://www.mrcrowd.com/company/TAC,https://www.sec.gov/Archives/edgar/data/1741462/000166610220000002/xslC_X01/primary_doc.xml,1/2/2020,"Armored Citizen, LLC",Citizen Armor,Defense & Space,FashionTech,Growth,,RegCF,,Equity - Common,,,"$8,600,000 ",,,,8600000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,High,Low,No,"$2,300,000,000 ",#NAME?,"$2,300,000,000 ",#NAME?,6.00%,#NAME?,16,Low,Low,Similar to others,,,Yes,Yes,Yes,Yes,287969,#NAME?,21796,$0 ,#NAME?,100.00%,#NAME?,Pre-Profit,,Yes,0,1,Yes,No,No,No,2,10,0,0,,7,5,1,51,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1748253,Vibravision,1/2/2020 13:35,Mr. Crowd,https://www.mrcrowd.com/company/VBR,https://www.sec.gov/Archives/edgar/data/1748253/000166610219000029/xslC_X01/primary_doc.xml,12/23/2019,"Vibravision, LLC",Vibravision,"Health, Welness & Fitness",Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$7,000,000 ",,,,7000000,#NAME?,Recurring,B2C,Life Style,Yes,Low,Low,No,"$153,400,000 ",#NAME?,"$153,400,000 ",#NAME?,7.00%,#NAME?,"80,559",High,Low,Similar to others,,,Yes,No,Yes,Yes,48597,#NAME?,234,"$30,099 ",#NAME?,0.78%,#NAME?,Pre-Profit,,No,0,3,Yes,No,No,No,1,3,0,0,,20,2,0,48,No,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1758447,Social5,1/2/2020 13:37,Mr. Crowd,https://www.mrcrowd.com/company/SOC,https://www.sec.gov/Archives/edgar/data/1758447/000166610220000001/xslC_X01/primary_doc.xml,1/2/2020,"Social5, LLC",Social5,Marketing & Advertising,AdTech,Growth,Series B,RegCF,,Equity - Common,,,"$8,000,000 ",,,,8000000,#NAME?,Recurring,B2B,High Growth,Yes,High,Low,No,"$504,580,000,000 ",#NAME?,"$504,580,000,000 ",#NAME?,38.00%,#NAME?,"7,365",Low,Low,Similar to others,,,No,No,Yes,Yes,2646599,#NAME?,9157,$0 ,#NAME?,100.00%,#NAME?,Profitable,,No,0,5,Yes,No,No,No,6,20,0,0,,8,0,0,42,No,,9,0,0,38,No,,8,0,0,54,No,,10,0,0,41,No,,7,0,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1742800,ZAMii,1/2/2020 13:57,Razitall,https://www.razitall.com/pitch/zamii-clean-cleaning-americas-carpets-upholstery,https://www.sec.gov/Archives/edgar/data/1742800/000166828719000051/xslC_X01/primary_doc.xml,9/25/2019,Zamii Clean USA Carpet and Upholstery Cleaning Corp.,ZAMii Clean Cleaning Americas Carpets & Upholstery,Consumer Services,Non-Tech,Early,Pre-Seed,RegCF,,CAFES,,,,"$450,000 ",0%,"$450,000 ",450000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$4,260,000,000 ",#NAME?,"$4,260,000,000 ",#NAME?,4.00%,#NAME?,"7,700",Low,Low,Similar to others,,,No,No,No,No,0,#NAME?,365,$0 ,#NAME?,100.00%,#NAME?,Pre-Product,,No,0,1,No,No,Yes,No,0,2,0,0,,0,2,0,59,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1740066,Bum Butt Corporation,1/2/2020 14:00,Razitall,https://www.razitall.com/pitch/bum-butt-wipes-container,https://www.sec.gov/Archives/edgar/data/1740066/000166828719000036/xslC_X01/primary_doc.xml,9/4/2019,Bum Butt Corporation,Bum Butt Wipes & Container,Consumer Goods,Non-Tech,Early,Pre-Seed,RegCF,,CAFES,,,,"$464,285 ",0%,"$464,285 ",464285,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$17,590,000,000 ",#NAME?,"$17,590,000,000 ",#NAME?,6.00%,#NAME?,6,Low,Low,Similar to others,,,No,No,No,No,0,#NAME?,1194,"$5,870 ",#NAME?,20.34%,#NAME?,Pre-Revenue,,No,0,1,No,No,Yes,No,2,2,0,0,,0,3,0,49,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1796828,Lyons Ave Renaissance,1/2/2020 14:18,Buy The Block,https://buytheblock.com/campaign/buying-the-block-in-historic-5th-ward-houston,https://www.sec.gov/Archives/edgar/data/1796828/000179682820000002/xslC_X01/primary_doc.xml,1/17/2020,3204 Lyons Avenue LLC,,Real Estate,Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$2,660,000 ",,,,2660000,#NAME?,Recurring,B2B/B2C,Life Style,Yes,Low,High,No,"$752,222,000,000 ",#NAME?,"$752,222,000,000 ",#NAME?,5.00%,#NAME?,,Low,Low,Similar to others,,,No,No,No,No,0,#NAME?,0,"$50,000 ",#NAME?,100.00%,#NAME?,Pre-Product,,No,0,1,Yes,No,Yes,No,1,2,0,0,,9,1,0,36,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1780452,BitiCar,1/2/2020 14:23,CrowdSource Funded,https://crowdsourcefunded.com/offerings/14/cycles/14,https://www.sec.gov/Archives/edgar/data/1780452/000178045220000001/xslC_X01/primary_doc.xml,1/2/2020,"Globocoin 1, LLC",BitiCar,Transportation/Trucking/Railroad,Non-Tech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$25,000,000 ",,,,25000000,#NAME?,Transactional,B2C,Life Style,Yes,Low,High,No,"$88,080,000,000 ",#NAME?,"$88,080,000,000 ",#NAME?,20.00%,#NAME?,11,Low,Low,Similar to others,,,No,No,No,No,0,#NAME?,48,$0 ,#NAME?,100.00%,#NAME?,Pre-Product,,No,0,1,No,No,No,No,1,1,0,0,,0,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1626196,Geoship,1/3/2020 10:28,StartEngine,https://www.startengine.com/geoship,https://www.sec.gov/Archives/edgar/data/1626196/000166516020000157/xslC_X01/primary_doc.xml,2/26/2020,Geoship SPC,Geoship,Real Estate,PropTech,Early,Seed,RegCF,,Equity - Common,,,"$8,996,400 ",,,,8996400,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,High,No,"$22,290,000,000,000 ",#NAME?,"$22,290,000,000,000 ",#NAME?,9.00%,#NAME?,7,High,High,Obviously better than others,,,Yes,Yes,No,No,0,#NAME?,6131,"$353,664 ",#NAME?,1.73%,#NAME?,Pre-Product,,Yes,1,2,No,No,No,No,3,5,13,0,,0,0,0,42,No,,0,1,0,37,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1446275,LiquidPiston,1/3/2020 10:31,StartEngine,https://www.startengine.com/liquidpiston,https://www.sec.gov/Archives/edgar/data/1446275/000166516020000007/xslC_X01/primary_doc.xml,1/2/2020,"LiquidPiston, LLC",LiquidPiston,Transportation/Trucking/Railroad,CleanTech,Growth,Series C,RegCF,,Equity - Common,,,"$51,633,010 ",,,,51633010,#NAME?,Transactional,B2B/B2C,High Growth,Yes,Low,High,Yes,"$218,500,000,000 ",#NAME?,"$218,500,000,000 ",#NAME?,5.00%,#NAME?,25,High,High,Obviously better than others,,,Yes,Yes,Yes,Yes,2840294,#NAME?,79142,"$21,865,751 ",#NAME?,0.36%,#NAME?,Pre-Profit,,Yes,2,2,Yes,No,No,No,4,19,0,0,,9,0,0,39,Yes,,16,0,0,67,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1777274,Oracle Health,1/6/2020 11:23,Microventures,https://app.microventures.com/crowdfunding/oracle-health,https://www.sec.gov/Archives/edgar/data/1777274/000177727420000004/xslC_X01/primary_doc.xml,2/26/2020,Oracle Health Inc.,Oracle Health,Medical Device,MedTech,Early,Seed,RegCF,,SAFE,,,,"$5,000,000 ",20%,"$4,000,000 ",4000000,#NAME?,Transactional,B2B/B2C,High Growth,Yes,High,Low,Yes,"$21,450,000,000 ",#NAME?,"$21,450,000,000 ",#NAME?,4.00%,#NAME?,20,High,High,Obviously better than others,,,Yes,Yes,No,No,0,#NAME?,5508,"$60,000 ",#NAME?,9.18%,#NAME?,Pre-Revenue,,Yes,1,1,Yes,No,Yes,No,2,1,6,0,,13,0,0,42,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
