week,writer,cik,company,date_created,platform,platform_url,sec_filing_url,sec_filing_date,legal_name,dba,city,industry,tech_sector,stage,series,crowdfunding_type_1,crowdfunding_type_2,security_type,rev_share_return_multiple,debt_interest_rate,pre_money_valuation,valuation_cap,discount_rate,valuation_cap_after_discount,valuations_combined,valuations_brackets,revenue_model,distrubution_model,business_type,has_scalable_business_model,margin_level,capital_intensity_level,accelerator_program,addressable_market,market_size_addressable,market_size_addressable_buckets,market_size_obtainable,market_size_obtainable_buckets,market_growth_rate,market_growth_rate_buckets,direct_competitors_buckets,differentiation_level_quality,differentiation_level_price,how_is_it_10x_better,barriers_to_entry,threat_of_substitute_products,has_social_impact,has_patents,has_users,has_paying_customers,total_revenue,total_revenue_brackets,monthly_burn,prior_rounds_total_amount_raised,prior_rounds_total_amount_raised_buckets,monthly_burn_rate,monthly_burn_rate_of_capital_buckets,development_phase,bio_development_phase,has_partnerships,relevant_partners,founders,has_shared_experience,has_female_founders,has_minority_founders,has_famous_founders,unique_universities,employees,relevent_advisors,notable_investors,spacer founder 1,founder_1_relevant_industry_experience,founder_1_exits,founder_1_age,founder_1_graduated_from_top_100,spacer founder 2,founder_2_relevant_industry_experience,founder_2_exits,founder_2_age,founder_2_graduated_from_top_100,spacer founder 3,founder_3_relevant_industry_experience,founder_3_exits,founder_3_age,founder_3_graduated_from_top_100,spacer founder 4,founder_4_relevant_industry_experience,founder_4_exits,founder_4_age,founder_4_graduated_from_top_100,spacer founder 5,founder_5_relevant_industry_experience,founder_5_exits,founder_5_age,founder_5_graduated_from_top_100,spacer founder 6,founder_6_relevant_industry_experience,founder_6_exits,founder_6_age,founder_6_graduated_from_top_100,spacer founder 7,founder_7_relevant_industry_experience,founder_7_exits,founder_7_age,founder_7_graduated_from_top_100,spacer founder 8,founder_8_relevant_industry_experience,founder_8_exits,founder_8_age,founder_8_graduated_from_top_100,spacer founder 9,founder_9_relevant_industry_experience,founder_9_exits,founder_9_age,founder_9_graduated_from_top_100,,,,,,avg_relevant_industry_experience,avg_relevant_industry_experience_brackets,sum_exits,sum_exits_brackets,avg_age,age_buckets,,Valuation/Cap,Discount Rate,Interest Rate,Return Multiple,Price Rating,Attributes - Security Type,%,Tags - Stage,,Addressable Market Size,Market Growth,Sum,Market Rating,Tags - Social Impact,,Relevant Industry Experience,Exits,Sum,Team Rating,Attributes - Founders Age,%,Attributes - # of Founders,%,Attributes - Employees,%,Attributes - Founders Worked Together,%,Tags - Female Founder,Tags - Minority Founder,Tags - Famous Founder,,Attributes - Revenue Model,%,Attributes - Distribution Model,%,Attributes - Margin,%,Attributes - Capital Intensity,%,,Has Paying Customers,Revenue,Capital Utilization,Capital Raised,Sum,Performance Rating,Attribute - Development Phase,%,,Diffrentiation Level Rating,Direct Competitors,Sum,Diffrentiation Rating,Attribute - has_patents,%,Attribute - barriers_to_entry,%,Attribute - threat_of_substitute_products,%,,,Sum,Overall Ratings (Scaled Sum)
Week 18 (4/27 - 5/3),Francis,1744408,BionicLogic,,StartEngine,https://www.startengine.com/bioniclogic-inc,https://www.sec.gov/Archives/edgar/data/1744408/000166516020000328/xslC_X01/primary_doc.xml,4/20/2020,BIONICLOGIC INC,BioniceLogic,"Santa Monica, CA","Media, Entertainment, Sports, & Publishing",AdTech,Early,Seed,RegCF,,Equity - Common,,,"$9,773,510",,,,9773510,#NAME?,Transactional,B2B,High Growth,Yes,Low,Low,No,Online Games Advertising,70000000000,$50B-$100B,3000000000,$1B-$5B,0.14,#NAME?,10-20,Low,Low,Similar to others,High,High,No,No,Yes,Yes,"$5,105,222",#NAME?,0,1500000,#NAME?,1,#NAME?,Profitable,,Yes,5,1,No,No,No,No,1,8,0,0,,20,1,40,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,,1.00,,40.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,2.9,2.0,4.9,3.3,#NAME?,100%,1,46%,8,6%,No,72%,No,No,No,,Transactional,60%,B2B,24%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Profitable,7%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,High,43%,High,80%,,,#NAME?,#NAME?
Week 17 (4/20 - 4/26),Olivia,1804161,New Green,,Fundanna,https://fundanna.com/equity/offer-summary/NewGreen,https://www.sec.gov/Archives/edgar/data/1804161/000180416120000001/xslC_X01/primary_doc.xml,4/7/2020,New Green LLC,New Green LLC,,"Alcohol, Tobacco, & Recreational Drugs",Non-Tech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$3,275,000",,,,3275000,$2M - $4M,Transactional,B2C,Life Style,No,Low,High,No,CBD and Hemp-Derived Consumer Goods,553700000,$500M-$1B,45078,$25M-$50M,0.44,#NAME?,> 50,Low,Low,Obviously worse than others,Low,High,No,No,No,No,$0,< $10K,802,0,< $10K,1,90% - 100%,Pre-Product,,No,0,2,Yes,Yes,Yes,No,1,2,0,0,,0,0,54,No,,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,48.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.0,1.0,2.0,1.0,#NAME?,100%,2,46%,2,16%,Yes,28%,Yes,Yes,No,,Transactional,60%,B2C,41%,Low,47%,High,59%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Product,22%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,High,80%,,,#NAME?,#NAME?
Week 17 (4/20 - 4/26),Olivia,1807583,NYCE Co.,,WeFunder,https://wefunder.com/nyce,https://www.sec.gov/Archives/edgar/data/1807583/000167025420000215/xslC_X01/primary_doc.xml,3/30/2020,"NYCE Companies, Inc.",NYCE Co.,,Real Estate & Construction,FinTech,Early,Pre-Seed,RegCF,,SAFE,,,,"$25,000,000",20%,"$20,000,000",20000000,$18M - $20M,Transactional,B2C,Life Style,No,Low,High,No,,1.001E+11,$100B-$250B,1200000000,$1B-$5B,0.25,#NAME?,10-20,Low,Low,Similar to others,Low,High,Yes,No,No,No,$0,< $10K,0,0,< $10K,1,90% - 100%,Pre-Product,,No,0,2,No,No,Yes,Yes,2,4,1,0,,1,0,42,Yes,,0,0,28,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,0.00,,35.00,#NAME?,,#NAME?,3.1,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,1.0,1.0,2.0,1.0,#NAME?,100%,2,46%,4,12%,No,72%,No,Yes,Yes,,Transactional,60%,B2C,41%,Low,47%,High,59%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Product,22%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,High,80%,,,#NAME?,#NAME?
Week 17 (4/20 - 4/26),Olivia,1805018,Elemeno Helath,,Republic,https://republic.co/elemeno-health,https://www.sec.gov/Archives/edgar/data/1805018/000180501820000007/xslC_X01/primary_doc.xml,4/13/2020,"Elemeno Health, Inc.",Elemeno Health,,"Healthcare, Fitness, Wellness, & Pharmaceuticals",HealthTech,Early,Seed,RegCF,,SAFE,,,,"$12,000,000",0%,,12000000,$10M - $12M,Recurring,B2B,High Growth,Yes,High,Low,Yes,Medical Technology,4.3E+14,$250B-$500B,1400000000,$1B-$5B,0.132,#NAME?,< 5,High,Low,Obviously better than others,High,Low,Yes,No,Yes,Yes,"$603,763",$500K - $1M,93121,1420000,$1M - $2M,0.065,< 10%,Pre-Profit,,Yes,10,2,Yes,No,Yes,No,4,20,0,4,,20,0,53,Yes,,24,0,52,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00,,0.00,,52.50,#NAME?,,#NAME?,1.0,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,3.1,1.0,4.1,2.6,#NAME?,100%,2,46%,20,2%,Yes,28%,No,Yes,No,,Recurring,40%,B2B,24%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,High,43%,Low,19%,,,#NAME?,#NAME?
Week 17 (4/20 - 4/26),Olivia,1796790,Hello Baby,,Republic,https://republic.co/hello-baby,https://www.sec.gov/Archives/edgar/data/1796790/000179679020000001/xslC_X01/primary_doc.xml,4/15/2020,"HelloBaby, Inc.",Hello Baby,,"Healthcare, Fitness, Wellness, & Pharmaceuticals",HealthTech,Early,Seed,RegCF,,SAFE,,,,"$10,000,000",20%,"$8,000,000",8000000,$6M - $8M,Recurring,B2C,High Growth,Yes,High,Low,Yes,Parenthood Industry,3E+11,$250B-$500B,756000000,$500M-$1B,0.447,#NAME?,5-10,High,Low,Obviously better than others,Low,High,No,No,Yes,Yes,"$358,834",$100K - $500K,16530,1500000,$1M - $2M,0.011,< 10%,Pre-Profit,,Yes,2,2,Yes,No,No,No,3,14,0,3,,0,1,33,No,,0,0,30,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,1.00,,31.50,#NAME?,,#NAME?,3.1,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.0,2.0,3.0,1.8,#NAME?,100%,2,46%,14,3%,Yes,28%,No,No,No,,Recurring,40%,B2C,41%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,High,80%,,,#NAME?,#NAME?
Week 17 (4/20 - 4/26),Francis,1804789,Keyno,,WeFunder,https://wefunder.com/keyno.inc,https://www.sec.gov/Archives/edgar/data/1804789/000167025420000156/xslC_X01/primary_doc.xml,2/26/2020,"Keyno, Inc",Keyno,,"Security, Cybersecurity, and Defense",FinTech,Early,Pre-Seed,RegCF,,SAFE,,,,"$6,000,000",20%,"$4,800,000",4800000,$4M - $6M,Recurring,B2B,High Growth,Yes,High,Low,No,,6500000000,$5B-$10B,650000000,$10B-$25B,0.13,#NAME?,10-20,High,Low,Obviously better than others,High,Low,No,Yes,Yes,No,$0,< $10K,0,247397,$100K - $500K,1,90% - 100%,Pre-Revenue,,Yes,1,2,Yes,No,Yes,No,4,2,0,0,,6,0,60,No,,15,0,38,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.50,,0.00,,49.00,#NAME?,,#NAME?,3.1,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,2.0,1.0,3.0,1.8,#NAME?,100%,2,46%,2,16%,Yes,28%,No,Yes,No,,Recurring,40%,B2B,24%,High,53%,Low,41%,,3.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,3.0,#NAME?,#NAME?,#NAME?,Yes,23%,High,43%,Low,19%,,,#NAME?,#NAME?
Week 17 (4/20 - 4/26),Francis,1800203,MagNet Analytics,,WeFunder,https://wefunder.com/magnet.analytics,https://www.sec.gov/Archives/edgar/data/1800203/000167025420000151/xslC_X01/primary_doc.xml,2/20/2020,"MagNet Analytics, Inc.",MagNet Analytics,,Retail Shops & Department Stores,HardwareTech,Early,Pre-Seed,RegCF,,Equity - Preferred,,,"$6,800,000",,,,6800000,$6M - $8M,Transactional,B2B2C,High Growth,No,Low,High,No,,16729625000,$10B-$25B,1400000000,$500M-$1B,0.14,#NAME?,10-20,Low,High,Similar to others,High,High,No,Yes,Yes,Yes,"$21,349",$10K - $50K,27146,147845,$100K - $500K,0.1836,10% - 20%,Pre-Profit,,Yes,3,1,No,No,Yes,No,2,3,0,0,,10,1,52,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,1.00,,52.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Preferred,6.7%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,2.0,2.0,4.0,2.5,#NAME?,100%,1,46%,3,9%,No,72%,No,Yes,No,,Transactional,60%,B2B2C,7%,Low,47%,High,59%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,3.0,#NAME?,#NAME?,#NAME?,Yes,23%,High,43%,High,80%,,,#NAME?,#NAME?
Week 17 (4/20 - 4/26),Francis,1808580,CellarStash,,SeedInvest,https://www.seedinvest.com/cellarstash/series.a/highlights,https://www.sec.gov/Archives/edgar/data/1808580/000180858020000001/xslC_X01/primary_doc.xml,4/10/2020,"CellarStash Wine Marketplace, Inc.",CellarStash,,"Alcohol, Tobacco, & Recreational Drugs",MarketplaceTech,Early,Seed,RegCF,RegD 506(C),Convertible Note,,,,"$6,000,000",20%,"$4,800,000",4800000,$4M - $6M,Transactional,B2C,High Growth,Yes,Low,Low,No,,70000000000,$50B-$100B,3000000000,$1B-$5B,0.11,#NAME?,10-20,Low,Low,Similar to others,Low,High,No,No,No,No,$0,< $10K,16633,0,< $10K,1,90% - 100%,Pre-Product,,Yes,2,2,Yes,Yes,No,No,2,2,0,0,,35,0,66,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.00,,0.00,,66.00,#NAME?,,#NAME?,3.1,,,#NAME?,Convertible Note,13.3%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,4.3,1.0,5.3,3.6,#NAME?,100%,2,46%,2,16%,Yes,28%,Yes,No,No,,Transactional,60%,B2C,41%,Low,47%,Low,41%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Product,22%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,High,80%,,,#NAME?,#NAME?
,Olivia,1720258,StorEn Technologies,07/04/2019 8:55 AM,StartEngine,https://www.startengine.com/storen-technologies,https://www.sec.gov/Archives/edgar/data/1720258/000166516019000762/xslC_X01/primary_doc.xml,7/3/19,StorEn Technologies,StorEn Technologies,,Consumer Goods & Services,CleanTech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$28,100,000",,,,28100000,#NAME?,Transactional,B2C,Life Style,No,Low,High,Yes,,8000000000,#NAME?,400000000,#NAME?,0.38,#NAME?,5-10,High,Low,Similar to others,High,High,Yes,No,No,No,$0,#NAME?,40745,659800,#NAME?,0.061753562,#NAME?,Pre-Revenue,,Yes,2,2,Yes,No,No,No,5,4,7,0,,1,0,53,No,,15,2,50,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00,,2.00,,51.50,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,1.8,3.0,4.8,3.2,#NAME?,100%,2,46%,4,12%,Yes,28%,No,No,No,,Transactional,60%,B2C,41%,Low,47%,High,59%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,High,43%,High,80%,,,#NAME?,#NAME?
,Olivia,1778006,Weeds Never Sleep,07/03/2019 11:08 AM,TruCrowd,https://us.trucrowd.com/equity/offer-summary/WeedsNeverSleep,https://disclosurequest.com/form/weeds-never-sleep-llc/0001778006-19-000001/?returnURL=,6/25/19,Weeds Never Sleep LLC,Weeds Never Sleep or HotZot,,Consumer Goods & Services,AgriTech,Early,Pre-Seed,RegCF,,SAFE,,,,"$2,500,000",0%,"$2,500,000",2500000,#NAME?,Transactional,B2C,Life Style,No,High,High,No,,16000000000,#NAME?,1000000000,#NAME?,0.027,#NAME?,5-10,High,Low,Similar to others,Low,High,No,Yes,No,No,$0,#NAME?,10483,0,#NAME?,1,#NAME?,Pre-Revenue,,No,0,2,No,Yes,No,No,3,2,3,0,,9,0,50,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.00,,0.00,,50.00,#NAME?,,#NAME?,1.0,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.9,1.0,2.9,1.7,#NAME?,100%,2,46%,2,16%,No,72%,Yes,No,No,,Transactional,60%,B2C,41%,High,53%,High,59%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,3.0,#NAME?,#NAME?,#NAME?,Yes,23%,Low,56%,High,80%,,,#NAME?,#NAME?
,Olivia,1753677,Palouse Ag-Drone Services,07/11/2019 2:41 PM,Razitall,https://www.razitall.com/pitch/the-ag-drone-an-eye-in-the-sky-for-farmers,https://disclosurequest.com/form/palouse-ag-drone-services-llc/0001668287-18-000070/?returnURL=,10/04/2018,Palouse Ag-Drone Services LLC,The Ag-Drone,,Farming & Agriculture,AgriTech,Early,Pre-Seed,RegCF,,CAFES,,,,"$400,000",0%,"$400,000",400000,#NAME?,Transactional,B2C,Life Style,No,High,High,No,,5800000000,#NAME?,1200000000,#NAME?,0.314,#NAME?,5-10,Low,High,Similar to others,Low,High,No,No,No,No,$0,#NAME?,0,0,#NAME?,1,#NAME?,Pre-Product,,No,0,1,No,No,No,No,0,1,0,0,,0,0,45,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,45.00,#NAME?,,#NAME?,1.0,,,#NAME?,CAFES,10.0%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.0,1.0,2.0,1.0,#NAME?,100%,1,46%,1,8%,No,72%,No,No,No,,Transactional,60%,B2C,41%,High,53%,High,59%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Product,22%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,High,80%,,,#NAME?,#NAME?
,Olivia,1765620,El Tinieblo International,07/13/2019 10:14 AM,StartEngine,https://www.startengine.com/el-tinieblo-international,https://www.sec.gov/Archives/edgar/data/1765620/000166516019000777/xslC_X01/primary_doc.xml,7/12/19,"El Tinieblo International, Inc. ",El Tinieblo International,,"Alcohol, Tobacco, & Recreational Drugs",Non-Tech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$7,500,000",,,,7500000,#NAME?,Transactional,B2B2C,Life Style,No,Low,High,No,,1500000000,#NAME?,242000000,#NAME?,0.13,#NAME?,> 50,High,Low,Similar to others,Low,High,No,No,No,No,$0,#NAME?,564,0,#NAME?,1,#NAME?,Pre-Revenue,,Yes,1,1,No,No,No,No,1,9,1,0,,0,0,45,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,45.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.0,1.0,2.0,1.0,#NAME?,100%,1,46%,9,6%,No,72%,No,No,No,,Transactional,60%,B2B2C,7%,Low,47%,High,59%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,High,80%,,,#NAME?,#NAME?
,Olivia,1777377,Spero CBD,07/16/2019 10:34 AM,StartEngine,https://www.startengine.com/spero-cbd,https://www.sec.gov/Archives/edgar/data/1777377/000166516019000782/xslC_X01/primary_doc.xml,7/15/2019,Noble Naturals,Spero CBD,,"Alcohol, Tobacco, & Recreational Drugs",Non-Tech,Early,Pre-Seed,RegCF,,Convertible Note,,,,"$6,000,000",20%,"$4,800,000",4800000,#NAME?,Transactional,B2C,Life Style,Yes,High,High,No,,3.08E+11,#NAME?,270000000,#NAME?,0.44,#NAME?,20-30,High,Low,Similar to others,High,High,No,No,No,Yes,$140,#NAME?,2380,0,#NAME?,1,#NAME?,Pre-Profit,,No,0,4,No,Yes,No,No,3,8,1,0,,0,0,42,No,,15,0,,No,,0,0,42,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,0.00,,42.00,#NAME?,,#NAME?,3.1,,,#NAME?,Convertible Note,13.3%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.5,1.0,2.5,1.4,#NAME?,100%,4,4%,8,6%,No,72%,Yes,No,No,,Transactional,60%,B2C,41%,High,53%,High,59%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,High,43%,High,80%,,,#NAME?,#NAME?
,Olivia,1654124,Rayton Solar,07/17/2019 10:21 AM,StartEngine,https://www.startengine.com/raytonone,https://www.sec.gov/Archives/edgar/data/1654124/000166516019000786/xslC_X01/primary_doc.xml,7/17/2019,Rayton Solar Inc.,Rayton,,Consumer Goods & Services,HardwareTech,Early,Series A,RegCF,,Convertible Note,,,,"$50,000,000",30%,"$35,000,000",35000000,#NAME?,Transactional,B2B,Life Style,No,High,High,No,,4.18E+11,#NAME?,888960150,#NAME?,0.11,#NAME?,10-20,High,High,Obviously better than others,High,Low,No,Yes,No,No,$0,#NAME?,214774,9300000,#NAME?,0.023093978,#NAME?,Pre-Product,,No,0,1,No,No,Yes,No,1,5,4,1,,11,0,34,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.00,,0.00,,34.00,#NAME?,,#NAME?,4.2,,,#NAME?,Convertible Note,13.3%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,2.0,1.0,3.0,1.8,#NAME?,100%,1,46%,5,13%,No,72%,No,Yes,No,,Transactional,60%,B2B,24%,High,53%,High,59%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Product,22%,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,23%,High,43%,Low,19%,,,#NAME?,#NAME?
,Olivia,1782663,The Human Baton,07/18/2019 1:06 PM,NetCapital,https://netcapital.com/companies/thb,https://www.sec.gov/Archives/edgar/data/1782663/000166919119000236/xslC_X01/primary_doc.xml,7/18/2019,"THB Holdco, LLC.",The Human Baton,,"Media, Entertainment, Sports, & Publishing",Non-Tech,Early,Pre-Seed,RegCF,,Equity - Preferred,,,"$13,916,596",,,,13916596,#NAME?,Recurring,B2B,Life Style,No,High,High,No,,2.2E+12,#NAME?,100000000,#NAME?,0.035,#NAME?,> 50,Low,Low,Similar to others,High,High,No,No,No,No,$0,#NAME?,4492,0,#NAME?,1,#NAME?,Pre-Product,,No,0,2,Yes,No,No,No,3,11,0,0,,15,0,50,No,,15,0,50,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,,0.00,,50.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Preferred,6.7%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,2.4,1.0,3.4,2.1,#NAME?,100%,2,46%,11,3%,Yes,28%,No,No,No,,Recurring,40%,B2B,24%,High,53%,High,59%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Product,22%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,High,43%,High,80%,,,#NAME?,#NAME?
,Olivia,1782651,Thalia Brands,07/18/2019 1:17 PM,StartEngine,https://www.startengine.com/thalia,https://www.startengine.com/thalia,7/18/2019,"Thalia Brands, Inc.",Thalia Brands,,Consumer Goods & Services,Non-Tech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$8,000,000",,,,8000000,#NAME?,Transactional,B2C,Life Style,No,High,High,No,,1000000000,#NAME?,400000000,#NAME?,0.03,#NAME?,5-10,High,Low,Similar to others,Low,High,No,Yes,No,Yes,"$2,183,575",#NAME?,21203,0,#NAME?,1,#NAME?,Profitable,,Yes,1,2,No,Yes,No,No,1,14,1,0,,0,0,48,No,,0,0,17,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,32.50,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.0,1.0,2.0,1.0,#NAME?,100%,2,46%,14,3%,No,72%,Yes,No,No,,Transactional,60%,B2C,41%,High,53%,High,59%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Profitable,7%,,3.0,#NAME?,#NAME?,#NAME?,Yes,23%,Low,56%,High,80%,,,#NAME?,#NAME?
,Olivia,1781955,Dome Audio,07/29/2019 7:49 PM,NetCapital,https://netcapital.com/companies/dome-audio,https://www.sec.gov/Archives/edgar/data/1781955/000166919119000259/xslC_X01/primary_doc.xml,7/29/2019,"Dome Audio, Inc.",Dome Audio,,"Media, Entertainment, Sports, & Publishing",MediaTech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$16,000,000",,,,16000000,#NAME?,Transactional,B2C,Life Style,No,Low,High,No,,10520000000,#NAME?,26300000,#NAME?,0.059,#NAME?,5-10,Low,Low,Similar to others,Low,High,No,Yes,No,No,$0,#NAME?,0,0,#NAME?,1,#NAME?,Pre-Revenue,,Yes,3,1,No,No,Yes,No,1,7,1,0,,20,0,55,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,,0.00,,55.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,2.9,1.0,3.9,2.5,#NAME?,100%,1,46%,7,4%,No,72%,No,Yes,No,,Transactional,60%,B2C,41%,Low,47%,High,59%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,23%,Low,56%,High,80%,,,#NAME?,#NAME?
,Olivia,1706939,kulaBrands,08/05/2019 7:23 PM,TruCrowd,https://us.trucrowd.com/equity/offer-summary/kulaBrands,https://www.sec.gov/Archives/edgar/data/1706939/000170693919000002/xslC_X01/primary_doc.xml,8/1/2019,"kulaBrands, Inc.",kulaBrands,,Financial & Insurance Products & Services,FinTech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$17,507,365",,,,17507365,#NAME?,Transactional,B2C,High Growth,Yes,Low,Low,No,,10200000000,#NAME?,781600000,#NAME?,0.054,#NAME?,10-20,Low,Low,Obviously worse than others,Low,High,Yes,Yes,Yes,Yes,"$1,258,601",#NAME?,4281.17,0,#NAME?,1,#NAME?,Pre-Profit,,No,0,1,No,No,No,No,0,19,1,0,,8,0,54,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00,,0.00,,54.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,1.8,1.0,2.8,1.6,#NAME?,100%,1,46%,19,1%,No,72%,No,No,No,,Transactional,60%,B2C,41%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,23%,Low,56%,High,80%,,,#NAME?,#NAME?
